,movie_name,movie_year,movie_runtime,movie_rating,movie_metascore,movie_genre,movie_votes,movie_gross,movie_certificate,movie_synopsis,gen_1,gen_2,gen_3
381,Casino Royale,2006,144,8,80,"Action, Adventure, Thriller            ","591,101",167.45,PG-13,"After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro.",Action,Adventure,Thriller
473,Knives Out,2019,130,7.9,82,"Comedy, Crime, Drama            ","495,726",165.36,PG-13,"A detective investigates the death of a patriarch of an eccentric, combative family.",Comedy,Crime,Drama
247,Catch Me If You Can,2002,141,8.1,75,"Biography, Crime, Drama            ","859,572",164.62,PG-13,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",Biography,Crime,Drama
372,The Pursuit of Happyness,2006,117,8,64,"Biography, Drama            ","461,200",163.57,PG-13,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Biography,Drama,
440,The Sound of Music,1965,172,8,63,"Biography, Drama, Family            ","211,062",163.21,G,A woman leaves an Austrian convent to become a governess to the children of a Naval officer widower.,Biography,Drama,Family
66,Django Unchained,2012,165,8.4,81,"Drama, Western            ","1,393,491",162.81,R,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.",Drama,Western,
616,Straight Outta Compton,2015,147,7.8,72,"Biography, Drama, History            ","184,061",161.2,R,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",Biography,Drama,History
115,The Sting,1973,129,8.3,83,"Comedy, Crime, Drama            ","246,024",159.6,PG,Two grifters team up to pull off the ultimate con.,Comedy,Crime,Drama
87,1917,2019,119,8.3,78,"Drama, Thriller, War            ","464,975",159.23,R,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Drama,Thriller,War
841,Who Framed Roger Rabbit,1988,104,7.7,83,"Animation, Adventure, Comedy            ","185,434",156.45,PG,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Animation,Adventure,Comedy
224,Mad Max: Fury Road,2015,120,8.1,90,"Action, Adventure, Sci-Fi            ","905,705",154.06,R,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",Action,Adventure,Sci-Fi
339,La La Land,2016,128,8,94,"Comedy, Drama, Music            ","522,418",151.1,PG-13,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",Comedy,Drama,Music
816,As Good as It Gets,1997,139,7.7,67,"Comedy, Drama, Romance            ","280,560",148.48,PG-13,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",Comedy,Drama,Romance
228,Gran Torino,2008,116,8.1,72,Drama,"731,257",148.1,R,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Drama,,
756,X: First Class,2011,131,7.7,65,"Action, Adventure, Sci-Fi            ","654,535",146.41,PG-13,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Action,Adventure,Sci-Fi
627,Taken,2008,90,7.8,51,"Action, Crime, Thriller            ","572,101",145,PG-13,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Action,Crime,Thriller
891,Once Upon a Time... In Hollywood,2019,161,7.6,83,"Comedy, Drama            ","587,791",142.5,R,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Comedy,Drama,
993,The Jungle Book,1967,78,7.6,65,"Animation, Adventure, Family            ","169,400",141.84,G,Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,Animation,Adventure,Family
836,A Few Good Men,1992,138,7.7,62,"Drama, Thriller            ","240,843",141.34,R,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,Drama,Thriller,
365,Slumdog Millionaire,2008,120,8,84,"Drama, Romance            ","809,320",141.32,R,"A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",Drama,Romance,
357,The King's Speech,2010,118,8,88,"Biography, Drama, History            ","649,070",138.8,R,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",Biography,Drama,History
275,Platoon,1986,120,8.1,92,"Drama, War            ","387,996",138.53,R,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Drama,War,
102,Good Will Hunting,1997,126,8.3,70,"Drama, Romance            ","882,272",138.43,R,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Drama,Romance,
25,The Green Mile,1999,189,8.6,61,"Crime, Drama, Fantasy            ","1,177,023",136.8,R,"The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",Crime,Drama,Fantasy
760,Argo,2012,120,7.7,86,"Biography, Drama, Thriller            ","582,496",136.03,R,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",Biography,Drama,Thriller
1,The Godfather,1972,175,9.2,100,"Crime, Drama            ","1,663,867",134.97,R,An organized crime dynasty's aging patriarch transfers control of his clandestine empire to his reluctant son.,Crime,Drama,
345,Wonder,2017,113,8,66,"Drama, Family            ","147,936",132.42,PG,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",Drama,Family,
38,The Departed,2006,151,8.5,85,"Crime, Drama, Thriller            ","1,216,342",132.38,R,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,Crime,Drama,Thriller
759,Silver Linings Playbook,2012,122,7.7,81,"Comedy, Drama, Romance            ","671,947",132.09,R,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Comedy,Drama,Romance
988,Close Encounters of the Third Kind,1977,138,7.6,90,"Drama, Sci-Fi            ","188,290",132.09,PG,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO.",Drama,Sci-Fi,
958,Minority Report,2002,145,7.6,80,"Action, Crime, Mystery            ","516,740",132.07,PG-13,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",Action,Crime,Mystery
28,The Silence of the Lambs,1991,118,8.6,85,"Crime, Drama, Thriller            ","1,302,347",130.74,R,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",Crime,Drama,Thriller
634,American Gangster,2007,157,7.8,76,"Biography, Crime, Drama            ","399,633",130.16,R,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Biography,Crime,Drama
101,American Beauty,1999,122,8.3,84,Drama,"1,086,946",130.1,R,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,Drama,,
735,Kingsman: The Secret Service,2014,129,7.7,60,"Action, Adventure, Comedy            ","602,994",128.26,R,"A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.",Action,Adventure,Comedy
656,"Crouching Tiger, Hidden Dragon",2000,120,7.8,94,"Action, Adventure, Fantasy            ","256,884",128.08,PG-13,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,Action,Adventure,Fantasy
148,Shutter Island,2010,138,8.2,63,"Mystery, Thriller            ","1,164,325",128.01,R,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",Mystery,Thriller,
640,The Curious Case of Benjamin Button,2008,166,7.8,70,"Drama, Fantasy, Romance            ","602,205",127.51,PG-13,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",Drama,Fantasy,Romance
255,The Truman Show,1998,103,8.1,90,"Comedy, Drama            ","965,623",125.62,PG,An insurance salesman discovers his whole life is actually a reality TV show.,Comedy,Drama,
505,Life of Pi,2012,127,7.9,79,"Adventure, Drama, Fantasy            ","590,926",124.99,PG,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Adventure,Drama,Fantasy
736,The Fault in Our Stars,2014,126,7.7,69,"Drama, Romance            ","350,399",124.87,PG-13,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,Drama,Romance,
957,Traffic,2000,147,7.6,86,"Crime, Drama, Thriller            ","198,636",124.12,R,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",Crime,Drama,Thriller
974,The Hunt for Red October,1990,135,7.6,58,"Action, Adventure, Thriller            ","184,466",122.01,PG,"In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?",Action,Adventure,Thriller
519,The Bourne Identity,2002,119,7.9,68,"Action, Mystery, Thriller            ","516,549",121.66,PG-13,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Action,Mystery,Thriller
961,Mulan,1998,88,7.6,71,"Animation, Adventure, Family            ","262,829",120.62,G,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",Animation,Adventure,Family
96,Inglourious Basterds,2009,153,8.3,69,"Adventure, Drama, War            ","1,302,080",120.54,R,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Adventure,Drama,War
647,Walk the Line,2005,136,7.8,72,"Biography, Drama, Music            ","237,719",119.52,PG-13,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",Biography,Drama,Music
862,Blazing Saddles,1974,93,7.7,73,"Comedy, Western            ","128,228",119.5,R,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",Comedy,Western,
982,On Golden Pond,1981,109,7.6,68,Drama,"28,363",119.29,PG,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Drama,,
681,Back to the Future Part II,1989,108,7.8,57,"Adventure, Comedy, Sci-Fi            ","491,484",118.5,PG,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Adventure,Comedy,Sci-Fi
218,Ford v Ferrari,2019,152,8.1,81,"Action, Biography, Drama            ","316,546",117.62,PG-13,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,Action,Biography,Drama
287,Rocky,1976,120,8.1,70,"Drama, Sport            ","529,630",117.24,PG,A small-time boxer gets a supremely rare chance to fight a heavyweight champion in a bout in which he strives to go the distance for his self-respect.,Drama,Sport,
152,The Wolf of Wall Street,2013,180,8.2,75,"Biography, Crime, Drama            ","1,228,846",116.9,R,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Biography,Crime,Drama
