,movie_name,movie_year,movie_runtime,movie_rating,movie_metascore,movie_genre,movie_votes,movie_gross,movie_certificate,movie_synopsis,gen_1,gen_2,gen_3
182,The Great Escape,1963,172,8.2,86,"Adventure, Drama, History            ","229,054",12.1,Approved,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,Adventure,Drama,History
554,The Wild Bunch,1969,135,7.9,97,"Action, Adventure, Western            ","78,692",12.06,R,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",Action,Adventure,Western
46,Cinema Paradiso,1988,155,8.5,80,"Drama, Romance            ","237,445",11.99,R,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,Drama,Romance,
448,Anatomy of a Murder,1959,161,8,95,"Crime, Drama, Mystery            ","61,132",11.9,Not Rated,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",Crime,Drama,Mystery
851,Zelig,1983,79,7.7,,Comedy,"40,478",11.8,PG,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",Comedy,,
113,Das Boot,1981,149,8.3,86,"Adventure, Drama, Thriller            ","236,029",11.49,R,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",Adventure,Drama,Thriller
875,The Birds,1963,119,7.7,90,"Drama, Horror, Mystery            ","174,923",11.4,PG-13,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,Drama,Horror,Mystery
71,The Lives of Others,2006,137,8.4,89,"Drama, Mystery, Thriller            ","366,228",11.29,R,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",Drama,Mystery,Thriller
319,The Red Shoes,1948,135,8.1,,"Drama, Music, Romance            ","31,799",10.9,Not Rated,A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,Drama,Music,Romance
808,Office Space,1999,89,7.7,68,Comedy,"246,757",10.82,R,Three company workers who hate their jobs decide to rebel against their greedy boss.,Comedy,,
835,Glengarry Glen Ross,1992,100,7.7,82,"Crime, Drama, Mystery            ","97,594",10.73,R,An examination of the machinations behind the scenes at a real estate office.,Crime,Drama,Mystery
962,Fear and Loathing in Las Vegas,1998,118,7.6,41,"Adventure, Comedy, Drama            ","264,158",10.68,R,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,Adventure,Comedy,Drama
849,The Purple Rose of Cairo,1985,82,7.7,75,"Comedy, Fantasy, Romance            ","47,863",10.63,PG,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",Comedy,Fantasy,Romance
208,PK,2014,153,8.1,,"Comedy, Drama, Musical            ","167,855",10.62,Not Rated,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,Comedy,Drama,Musical
850,After Hours,1985,97,7.7,90,"Comedy, Crime, Drama            ","62,122",10.6,R,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,Comedy,Crime,Drama
713,The Quiet Man,1952,129,7.8,,"Comedy, Drama, Romance            ","35,729",10.55,Passed,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",Comedy,Drama,Romance
464,Notorious,1946,102,8,100,"Drama, Film-Noir, Romance            ","93,794",10.46,Not Rated,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,Drama,Film-Noir,Romance
933,La Vie En Rose,2007,140,7.6,66,"Biography, Drama, Music            ","83,787",10.3,PG-13,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",Biography,Drama,Music
623,The Girl with the Dragon Tattoo,2009,152,7.8,76,"Crime, Drama, Mystery            ","210,747",10.1,R,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Crime,Drama,Mystery
23,Spirited Away,2001,125,8.6,96,"Animation, Adventure, Family            ","673,503",10.06,PG,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",Animation,Adventure,Family
824,A Little Princess,1995,97,7.7,83,"Drama, Family, Fantasy            ","32,737",10.02,G,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,Drama,Family,Fantasy
576,King Kong,1933,100,7.9,90,"Adventure, Horror, Sci-Fi            ","80,708",10,Passed,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,Adventure,Horror,Sci-Fi
541,Brazil,1985,132,7.9,84,"Drama, Sci-Fi            ","190,527",9.93,R,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Drama,Sci-Fi,
313,On the Waterfront,1954,108,8.1,91,"Crime, Drama, Thriller            ","144,890",9.6,Approved,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,Crime,Drama,Thriller
324,Mr. Smith Goes to Washington,1939,129,8.1,73,"Comedy, Drama            ","108,943",9.6,Passed,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",Comedy,Drama,
569,The Lost Weekend,1945,101,7.9,,"Drama, Film-Noir            ","34,256",9.46,Passed,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,Drama,Film-Noir,
457,High Noon,1952,85,8,89,"Drama, Thriller, Western            ","98,849",9.45,PG,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",Drama,Thriller,Western
629,Once,2007,86,7.8,88,"Drama, Music, Romance            ","111,956",9.44,R,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",Drama,Music,Romance
926,The Visitor,2007,104,7.6,79,Drama,"41,840",9.42,PG-13,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,Drama,,
516,Talk to Her,2002,112,7.9,86,"Drama, Mystery, Romance            ","105,946",9.28,R,Two men share an odd friendship while they care for two women who are both in deep comas.,Drama,Mystery,Romance
828,What's Eating Gilbert Grape,1993,118,7.7,73,Drama,"219,604",9.17,PG-13,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,Drama,,
628,The Boy in the Striped Pajamas,2008,94,7.8,55,"Drama, History, War            ","195,269",9.03,PG-13,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Drama,History,War
124,Singin' in the Rain,1952,103,8.3,99,"Comedy, Musical, Romance            ","223,579",8.82,G,A silent film production company and cast make a difficult transition to sound.,Comedy,Musical,Romance
848,Blue Velvet,1986,120,7.7,76,"Drama, Mystery, Thriller            ","184,999",8.55,R,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",Drama,Mystery,Thriller
180,Chinatown,1974,130,8.2,92,"Drama, Mystery, Thriller            ","301,160",8.49,R,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder.",Drama,Mystery,Thriller
445,The Hustler,1961,134,8,90,"Drama, Sport            ","76,258",8.28,Not Rated,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,Drama,Sport,
522,All About My Mother,1999,101,7.9,87,Drama,"91,042",8.26,R,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",Drama,,
82,Witness for the Prosecution,1957,116,8.4,,"Crime, Drama, Mystery            ","112,336",8.18,Approved,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,Crime,Drama,Mystery
337,Bajrangi Bhaijaan,2015,163,8,,"Action, Adventure, Comedy            ","78,202",8.18,Not Rated,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,Action,Adventure,Comedy
486,Before Midnight,2013,109,7.9,94,"Drama, Romance            ","145,269",8.11,R,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,Drama,Romance,
458,A Streetcar Named Desire,1951,122,8,97,Drama,"100,757",8,PG,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,Drama,,
970,Dazed and Confused,1993,102,7.6,78,Comedy,"170,336",7.99,R,The adventures of high school and junior high students on the last day of school in May 1976.,Comedy,,
501,In Bruges,2008,107,7.9,67,"Comedy, Crime, Drama            ","396,289",7.76,R,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",Comedy,Crime,Drama
459,Strangers on a Train,1951,101,8,88,"Crime, Film-Noir, Thriller            ","125,100",7.63,PG,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,Crime,Film-Noir,Thriller
22,City of God,2002,130,8.6,79,"Crime, Drama            ","710,761",7.56,R,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",Crime,Drama,
811,Run Lola Run,1998,80,7.7,77,"Crime, Drama, Thriller            ","190,356",7.27,R,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",Crime,Drama,Thriller
524,Mulholland Dr.,2001,147,7.9,85,"Drama, Mystery, Thriller            ","329,210",7.22,R,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",Drama,Mystery,Thriller
846,The Name of the Rose,1986,130,7.7,54,"Crime, Drama, Mystery            ","103,714",7.15,R,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,Crime,Drama,Mystery
91,A Separation,2011,123,8.3,95,Drama,"225,778",7.1,PG-13,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,Drama,,
865,Deliverance,1972,109,7.7,80,"Adventure, Drama, Thriller            ","100,524",7.06,R,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",Adventure,Drama,Thriller
617,The Irishman,2019,209,7.8,94,"Biography, Crime, Drama            ","340,040",7,R,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Biography,Crime,Drama
652,The Triplets of Belleville,2003,80,7.8,91,"Animation, Comedy, Drama            ","51,212",7,PG-13,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Animation,Comedy,Drama
92,Incendies,2010,131,8.3,80,"Drama, Mystery, War            ","156,119",6.86,R,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Drama,Mystery,War
343,Baahubali: The Beginning,2015,159,8,,"Action, Drama            ","105,918",6.74,Not Rated,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",Action,Drama,
492,Amour,2012,127,7.9,94,Drama,"94,873",6.74,PG-13,"Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",Drama,,
596,Loving Vincent,2017,94,7.8,62,"Animation, Biography, Crime            ","52,539",6.74,PG-13,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",Animation,Biography,Crime
737,Me and Earl and the Dying Girl,2015,105,7.7,74,"Comedy, Drama            ","125,415",6.74,PG-13,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Comedy,Drama,
41,American History X,1998,119,8.5,62,Drama,"1,051,377",6.72,R,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,Drama,,
568,The Big Sleep,1946,114,7.9,,"Crime, Film-Noir, Mystery            ","79,808",6.54,Passed,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",Crime,Film-Noir,Mystery
68,3 Idiots,2009,170,8.4,67,"Comedy, Drama            ","357,161",6.53,PG-13,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",Comedy,Drama,
147,The Secret in Their Eyes,2009,129,8.2,80,"Drama, Mystery, Romance            ","197,371",6.39,R,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,Drama,Mystery,Romance
116,A Clockwork Orange,1971,136,8.3,77,"Crime, Drama, Sci-Fi            ","771,374",6.21,R,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",Crime,Drama,Sci-Fi
397,The Straight Story,1999,112,8,86,"Biography, Drama            ","83,632",6.2,G,An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,Biography,Drama,
944,A Very Long Engagement,2004,133,7.6,76,"Drama, Mystery, Romance            ","71,490",6.17,R,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",Drama,Mystery,Romance
839,Barton Fink,1991,116,7.7,69,"Comedy, Drama, Thriller            ","115,102",6.15,R,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,Comedy,Drama,Thriller
829,Short Cuts,1993,188,7.7,79,"Comedy, Drama            ","42,864",6.11,R,The day-to-day lives of several suburban Los Angeles residents.,Comedy,Drama,
13,"The Good, the Bad and the Ugly",1966,178,8.8,90,Western,"702,129",6.1,R,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,Western,,
377,The Diving Bell and the Butterfly,2007,112,8,92,"Biography, Drama            ","104,312",5.99,PG-13,The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.,Biography,Drama,
844,Evil Dead II,1987,84,7.7,72,"Comedy, Horror            ","150,792",5.92,R,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Comedy,Horror,
893,The Florida Project,2017,111,7.6,92,Drama,"99,343",5.9,R,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",Drama,,
666,Ed Wood,1994,127,7.8,70,"Biography, Comedy, Drama            ","166,998",5.89,R,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",Biography,Comedy,Drama
481,Captain Fantastic,2016,118,7.9,72,"Comedy, Drama            ","198,583",5.88,R,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",Comedy,Drama,
241,Before Sunset,2004,80,8.1,90,"Drama, Romance            ","242,374",5.82,R,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",Drama,Romance,
945,The Station Agent,2003,89,7.6,81,"Comedy, Drama            ","67,997",5.74,R,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",Comedy,Drama,
127,Double Indemnity,1944,107,8.3,95,"Crime, Drama, Film-Noir            ","146,560",5.72,Passed,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,Crime,Drama,Film-Noir
673,Batman: Mask of the Phantasm,1993,76,7.8,,"Animation, Action, Crime            ","45,048",5.62,PG,Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.,Animation,Action,Crime
399,Central Station,1998,110,8,80,Drama,"37,199",5.6,R,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",Drama,,
346,Gully Boy,2019,154,8,65,"Drama, Music, Romance            ","33,782",5.57,Not Rated,A coming-of-age story based on the lives of street rappers in Mumbai.,Drama,Music,Romance
264,Before Sunrise,1995,101,8.1,77,"Drama, Romance            ","279,825",5.54,R,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Drama,Romance,
160,Downfall,2004,156,8.2,82,"Biography, Drama, History            ","336,741",5.51,R,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Biography,Drama,History
131,The Kid,1921,68,8.3,,"Comedy, Drama, Family            ","116,666",5.45,Passed,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",Comedy,Drama,Family
194,The Gold Rush,1925,95,8.2,,"Adventure, Comedy, Drama            ","103,487",5.45,Passed,A prospector goes to the Klondike in search of gold and finds it and more.,Adventure,Comedy,Drama
248,Amores Perros,2000,154,8.1,83,"Drama, Thriller            ","227,375",5.38,R,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Drama,Thriller,
49,Once Upon a Time in the West,1968,165,8.5,80,Western,"308,421",5.32,PG-13,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,Western,,
75,Once Upon a Time in America,1984,229,8.4,,"Crime, Drama            ","319,164",5.32,R,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",Crime,Drama,
270,Farewell My Concubine,1993,171,8.1,,"Drama, Music, Romance            ","25,782",5.22,R,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,Drama,Music,Romance
607,The Wind Rises,2013,126,7.8,83,"Animation, Biography, Drama            ","76,496",5.21,PG-13,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",Animation,Biography,Drama
479,Hunt for the Wilderpeople,2016,101,7.9,81,"Adventure, Comedy, Drama            ","116,371",5.2,PG-13,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Adventure,Comedy,Drama
644,The World's Fastest Indian,2005,127,7.8,68,"Biography, Drama, Sport            ","52,662",5.13,PG-13,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",Biography,Drama,Sport
547,Dawn of the Dead,1978,127,7.9,71,"Horror, Thriller            ","113,415",5.1,Unrated,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",Horror,Thriller,
840,Miller's Crossing,1990,115,7.7,66,"Crime, Drama, Thriller            ","127,788",5.08,R,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",Crime,Drama,Thriller
60,Your Name.,2016,106,8.4,79,"Animation, Drama, Fantasy            ","210,970",5.02,PG,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Animation,Drama,Fantasy
192,The Treasure of the Sierra Madre,1948,126,8.2,98,"Adventure, Drama, Western            ","116,549",5.01,Passed,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Adventure,Drama,Western
620,Moon,2009,97,7.8,67,"Drama, Mystery, Sci-Fi            ","340,400",5.01,R,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Drama,Mystery,Sci-Fi
281,Fanny and Alexander,1982,188,8.1,100,Drama,"58,818",4.97,R,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",Drama,,
878,The Magnificent Seven,1960,128,7.7,74,"Action, Adventure, Western            ","89,216",4.91,Approved,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,Action,Adventure,Western
792,The Magdalene Sisters,2002,114,7.7,83,Drama,"26,249",4.89,R,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,Drama,,
161,Howl's Moving Castle,2004,119,8.2,80,"Animation, Adventure, Family            ","346,467",4.71,PG,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Animation,Adventure,Family
417,Au Revoir les Enfants,1987,104,8,88,"Drama, War            ","31,879",4.54,PG,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of the top student in his class. Rivals at first, the roommates form a bond and share a secret.",Drama,War,
407,"Blood In, Blood Out",1993,180,8,47,"Crime, Drama            ","29,330",4.5,R,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",Crime,Drama,
369,Persepolis,2007,96,8,90,"Animation, Biography, Drama            ","90,141",4.45,PG-13,A precocious and outspoken Iranian girl grows up during the Islamic Revolution.,Animation,Biography,Drama
697,The Conversation,1974,113,7.8,85,"Drama, Mystery, Thriller            ","101,733",4.42,PG,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",Drama,Mystery,Thriller
822,Hamlet,1996,242,7.7,,Drama,"36,394",4.41,PG-13,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Drama,,
779,Black Book,2006,145,7.7,71,"Drama, Thriller, War            ","73,623",4.4,R,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",Drama,Thriller,War
5,12 Angry Men,1957,96,9,96,"Crime, Drama            ","708,493",4.36,Approved,A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,Crime,Drama,
322,Rebecca,1940,130,8.1,86,"Drama, Mystery, Romance            ","126,722",4.36,Approved,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Drama,Mystery,Romance
327,It Happened One Night,1934,105,8.1,87,"Comedy, Romance            ","96,229",4.36,Approved,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",Comedy,Romance,
466,Laura,1944,88,8,,"Drama, Film-Noir, Mystery            ","43,569",4.36,Passed,A police detective falls in love with the woman whose murder he is investigating.,Drama,Film-Noir,Mystery
721,The Bride of Frankenstein,1935,75,7.8,95,"Drama, Horror, Sci-Fi            ","44,264",4.36,Not Rated,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",Drama,Horror,Sci-Fi
601,The Lunchbox,2013,104,7.8,76,"Drama, Romance            ","52,032",4.23,PG,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Drama,Romance,
132,Uri: The Surgical Strike,2018,138,8.2,,"Action, Drama, War            ","45,775",4.19,Not Rated,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",Action,Drama,War
396,Dancer in the Dark,2000,140,8,61,"Crime, Drama, Musical            ","104,116",4.18,R,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",Crime,Drama,Musical
174,Ran,1985,162,8.2,96,"Action, Drama, War            ","115,762",4.14,R,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Action,Drama,War
910,The Raid: Redemption,2011,101,7.6,73,"Action, Thriller            ","193,763",4.11,R,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,Action,Thriller,
431,Sleuth,1972,138,8,,"Mystery, Thriller            ","45,349",4.08,PG,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",Mystery,Thriller,
818,Le Dîner de Cons,1998,80,7.7,73,Comedy,"38,077",4.07,PG-13,"A few friends have a weekly fools' dinner, where each brings a fool along. Pierre finds a champion fool for next dinner. Surprise.",Comedy,,
794,Good Bye Lenin!,2003,121,7.7,68,"Comedy, Drama, Romance            ","139,910",4.06,R,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",Comedy,Drama,Romance
300,What Ever Happened to Baby Jane?,1962,134,8.1,75,"Drama, Horror, Thriller            ","51,379",4.05,Passed,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,Drama,Horror,Thriller
265,Three Colors: Red,1994,99,8.1,100,"Drama, Mystery, Romance            ","93,608",4.04,R,A model discovers a retired judge is keen on invading people's privacy.,Drama,Mystery,Romance
665,Breaking the Waves,1996,159,7.8,76,Drama,"63,480",4.04,R,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Drama,,
363,My Name Is Khan,2010,165,8,50,Drama,"100,886",4.02,PG-13,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,Drama,,
702,Willy Wonka & the Chocolate Factory,1971,100,7.8,67,"Family, Fantasy, Musical            ","182,286",4,G,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Family,Fantasy,Musical
574,The Adventures of Robin Hood,1938,102,7.9,97,"Action, Adventure, Romance            ","47,921",3.98,PG,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",Action,Adventure,Romance
316,Ace in the Hole,1951,111,8.1,72,"Drama, Film-Noir            ","32,480",3.97,Approved,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.",Drama,Film-Noir,
164,"Lock, Stock and Two Smoking Barrels",1998,107,8.2,66,"Action, Comedy, Crime            ","545,151",3.9,R,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",Action,Comedy,Crime
964,Lost Highway,1997,134,7.6,52,"Mystery, Thriller            ","133,748",3.8,R,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",Mystery,Thriller,
196,Portrait of a Lady on Fire,2019,122,8.1,95,"Drama, Romance            ","71,853",3.76,R,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Drama,Romance,
100,Requiem for a Dream,2000,102,8.3,68,Drama,"781,801",3.64,R,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Drama,,
508,The Chorus,2004,97,7.9,56,"Comedy, Drama, Music            ","58,576",3.64,PG-13,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,Comedy,Drama,Music
201,Mommy,2014,139,8.1,74,Drama,"52,365",3.49,R,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Drama,,
731,A Man Called Ove,2015,116,7.7,70,"Comedy, Drama, Romance            ","49,309",3.36,PG-13,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",Comedy,Drama,Romance
